IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.66.223.220,80,80,false,ORD,North America,Chicago,208,0.00
34.135.226.181,80,80,false,ORD,North America,Chicago,210,0.00
35.227.84.56,80,80,false,ATL,North America,Atlanta,218,0.00
34.73.158.50,80,80,false,ATL,North America,Atlanta,219,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,219,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,219,0.00
35.227.84.56,80,80,false,ATL,North America,Atlanta,220,0.00
34.73.158.50,80,80,false,ATL,North America,Atlanta,220,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,220,0.00
35.239.252.197,80,80,false,ORD,North America,Chicago,229,0.00
34.73.158.50,80,80,false,ATL,North America,Atlanta,236,0.00
34.73.158.50,80,80,false,ATL,North America,Atlanta,243,0.00
34.155.212.138,8080,80,false,ORD,North America,Chicago,265,0.00
34.89.147.232,443,443,true,FRA,Europe,Frankfurt,268,0.00
34.118.31.219,443,443,true,FRA,Europe,Frankfurt,296,0.00
34.118.47.106,443,443,true,FRA,Europe,Frankfurt,310,0.00
